customer_id,segment_name,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,return_rate,avg_discount_pct,category_diversity,ticket_count_90d,negative_ticket_rate_90d,sessions_30d,last_visit_days_ago,abandoned_carts_30d,campaign_clicks_30d,manual_priority_bucket
CUST01211,Champions,5,5,3668.5099999999998,5,4,4,13,0.2,0.394,4,2.0,0.0,8,2,1,1,medium
CUST01218,Champions,0,5,3872.15,5,4,4,13,0.0,0.276,3,0.0,0.0,6,2,1,0,low
CUST01332,Champions,17,4,3364.3,5,4,4,13,0.0,0.28,2,0.0,0.0,7,6,1,0,low
CUST01385,Champions,0,5,2613.37,5,4,4,13,0.2,0.372,4,1.0,1.0,10,4,4,4,medium
CUST01390,Champions,9,4,3249.7799999999997,5,4,4,13,0.0,0.1325,3,0.0,0.0,11,6,2,1,low
CUST01447,Champions,18,4,2901.61,5,4,4,13,0.0,0.235,3,0.0,0.0,13,16,1,0,low
CUST01478,Champions,40,5,5291.51,4,4,5,13,0.0,0.134,4,0.0,0.0,10,24,2,0,medium
CUST01488,Champions,33,6,2851.24,4,5,4,13,0.16666666666666666,0.33,5,1.0,1.0,14,3,1,2,medium
CUST01489,Champions,41,5,5689.93,4,4,5,13,0.0,0.248,4,1.0,1.0,9,0,0,0,medium
CUST01498,Champions,12,5,3640.46,5,4,4,13,0.0,0.166,3,1.0,1.0,14,0,1,0,medium
CUST01509,Champions,6,4,2604.54,5,4,4,13,0.25,0.3725,2,1.0,1.0,17,0,1,0,medium
CUST01523,Champions,15,4,3702.2799999999997,5,4,4,13,0.25,0.3275,3,1.0,0.0,1,0,0,1,medium
CUST01597,Champions,40,6,3297.58,4,5,4,13,0.16666666666666666,0.36833333333333335,4,1.0,0.0,4,17,0,0,medium
CUST01611,Champions,28,6,3039.58,4,5,4,13,0.0,0.3433333333333333,4,0.0,0.0,1,6,0,3,low
CUST01652,Champions,40,6,3702.64,4,5,4,13,0.3333333333333333,0.2683333333333333,2,1.0,1.0,2,13,0,0,medium
CUST01683,Champions,26,4,4532.08,4,4,5,13,0.0,0.29000000000000004,3,0.0,0.0,7,7,1,0,low
CUST01786,Champions,23,6,3745.53,4,5,4,13,0.16666666666666666,0.155,4,0.0,0.0,2,9,0,0,low
CUST01841,Champions,14,5,3198.59,5,4,4,13,0.0,0.23200000000000004,4,0.0,0.0,17,14,0,0,low
CUST01873,Champions,9,5,2655.24,5,4,4,13,0.0,0.31,3,0.0,0.0,5,0,0,1,low
CUST01881,Champions,8,5,3112.58,5,4,4,13,0.0,0.264,5,1.0,1.0,0,6,0,0,medium
CUST01883,Champions,5,4,2831.88,5,4,4,13,0.25,0.2625,3,1.0,1.0,2,0,0,0,medium
CUST01885,Champions,6,5,3303.2799999999997,5,4,4,13,0.0,0.434,3,0.0,0.0,9,3,2,2,low
CUST01888,Champions,27,6,3310.32,4,5,4,13,0.0,0.335,3,0.0,0.0,3,3,0,1,low
CUST01933,Champions,39,6,3230.78,4,5,4,13,0.0,0.20166666666666666,5,0.0,0.0,6,0,0,2,medium
CUST01955,Champions,25,7,2957.63,4,5,4,13,0.0,0.4014285714285714,5,1.0,1.0,11,2,1,4,medium
CUST01993,Champions,23,6,3224.71,4,5,4,13,0.0,0.335,4,1.0,1.0,0,7,0,0,medium
CUST02021,Champions,9,4,3437.71,5,4,4,13,0.25,0.2925,2,1.0,1.0,12,0,0,0,medium
CUST02078,Champions,29,8,3814.58,4,5,4,13,0.0,0.27375,4,0.0,0.0,3,12,1,2,low
CUST02109,Champions,21,5,3747.13,4,5,4,13,0.0,0.32199999999999995,4,0.0,0.0,7,7,1,3,low
CUST02167,Champions,43,5,3963.67,4,5,4,13,0.0,0.384,5,0.0,0.0,6,24,1,0,medium
CUST02175,Champions,31,5,3584.25,4,5,4,13,0.0,0.126,3,0.0,0.0,6,6,0,1,low
CUST02218,Champions,26,5,3903.06,4,5,4,13,0.2,0.258,3,0.0,0.0,2,0,0,2,low
CUST02237,Champions,38,6,3565.76,4,5,4,13,0.16666666666666666,0.26833333333333337,5,0.0,0.0,10,0,1,2,medium
CUST02269,Champions,7,4,3854.66,5,4,4,13,0.25,0.3375,3,1.0,0.0,8,25,1,0,medium
CUST02284,Champions,35,5,3144.28,4,5,4,13,0.2,0.248,3,1.0,1.0,11,6,1,2,medium
CUST02304,Champions,36,6,2964.84,4,5,4,13,0.0,0.315,4,0.0,0.0,6,14,0,2,medium
CUST02310,Champions,25,5,3787.63,4,5,4,13,0.0,0.236,3,1.0,1.0,8,1,0,2,medium
CUST02345,Champions,33,5,3378.75,4,5,4,13,0.0,0.22200000000000003,3,0.0,0.0,1,9,0,0,high
CUST02372,Champions,23,5,2903.5299999999997,4,5,4,13,0.0,0.242,4,0.0,0.0,15,9,1,0,low
CUST00204,Champions,42,5,2706.75,4,4,4,12,0.0,0.284,3,0.0,0.0,17,4,2,0,medium
CUST00205,Champions,30,5,3202.69,4,4,4,12,0.0,0.23399999999999999,4,0.0,0.0,13,0,3,0,low
CUST00271,Champions,32,4,3933.98,4,4,4,12,0.0,0.20750000000000002,2,0.0,0.0,1,0,0,0,low
CUST00354,Champions,36,5,2894.64,4,4,4,12,0.0,0.22199999999999998,3,0.0,0.0,4,16,0,1,medium
CUST00388,Champions,37,5,2574.36,4,4,4,12,0.0,0.328,3,0.0,0.0,6,0,0,3,medium
CUST00451,Champions,29,4,3636.0,4,4,4,12,0.25,0.1625,2,0.0,0.0,3,4,1,0,low
CUST00593,Champions,29,5,3602.31,4,4,4,12,0.0,0.262,3,1.0,1.0,9,19,1,0,medium
CUST00595,Champions,20,5,2849.27,4,4,4,12,0.0,0.304,4,0.0,0.0,9,6,2,0,low
CUST00610,Champions,22,5,3975.59,4,4,4,12,0.4,0.34199999999999997,3,1.0,1.0,10,7,3,0,medium
CUST00616,Champions,36,5,2628.3,4,4,4,12,0.0,0.27599999999999997,3,1.0,1.0,10,16,1,0,medium
CUST00704,Champions,22,4,3057.83,4,4,4,12,0.0,0.3275,3,0.0,0.0,12,0,3,0,low
CUST00764,Champions,23,4,3245.93,4,4,4,12,0.0,0.2475,4,0.0,0.0,8,1,1,0,low
CUST00784,Champions,45,5,3103.73,4,4,4,12,0.0,0.248,4,0.0,0.0,11,0,2,1,medium
CUST00863,Champions,25,4,2928.87,4,4,4,12,0.0,0.2275,3,0.0,0.0,6,4,1,0,low
CUST00916,Champions,20,5,4003.46,4,4,4,12,0.2,0.202,3,1.0,0.0,9,0,1,1,medium
CUST00924,Champions,44,4,3018.21,4,4,4,12,0.0,0.3525,3,0.0,0.0,1,17,0,1,high
CUST00935,Champions,28,5,3594.4,4,4,4,12,0.0,0.352,2,0.0,0.0,7,9,1,0,low
CUST00969,Champions,31,4,2654.59,4,4,4,12,0.0,0.3025,3,0.0,0.0,14,16,1,4,low
CUST01012,Champions,30,4,2561.7,4,4,4,12,0.25,0.1625,3,1.0,1.0,7,8,1,0,medium
CUST01108,Champions,40,4,2883.75,4,4,4,12,0.0,0.3275,3,0.0,0.0,2,0,0,0,medium
CUST01131,Champions,22,4,3713.8100000000004,4,4,4,12,0.0,0.27749999999999997,4,1.0,1.0,4,4,1,2,medium
CUST01166,Champions,41,4,3104.76,4,4,4,12,0.25,0.1875,2,1.0,1.0,2,0,0,0,medium
CUST01190,Champions,27,4,2968.92,4,4,4,12,0.0,0.3275,3,0.0,0.0,3,0,0,0,low
CUST01226,Champions,37,4,2967.87,4,4,4,12,0.5,0.3025,4,1.0,1.0,6,14,1,0,medium
CUST01227,Champions,43,5,2824.19,4,4,4,12,0.2,0.284,3,1.0,1.0,8,6,1,0,medium
CUST01244,Champions,34,5,3977.53,4,4,4,12,0.0,0.16999999999999998,4,1.0,1.0,7,4,1,0,medium
CUST01252,Champions,38,4,2575.58,4,4,4,12,0.0,0.365,4,0.0,0.0,1,18,0,0,medium
CUST01257,Champions,27,5,3430.98,4,4,4,12,0.2,0.316,3,1.0,1.0,4,4,0,0,medium
CUST01311,Champions,43,5,3799.01,4,4,4,12,0.0,0.33199999999999996,3,0.0,0.0,1,19,0,0,medium
CUST01380,Champions,44,5,2855.06,4,4,4,12,0.0,0.316,4,0.0,0.0,1,11,0,1,medium
CUST01409,Champions,26,5,3035.77,4,4,4,12,0.2,0.388,2,0.0,0.0,1,0,0,0,low
CUST01414,Champions,30,4,2862.6,4,4,4,12,0.0,0.225,3,1.0,1.0,10,17,2,1,medium
CUST01497,Champions,35,5,3393.85,4,4,4,12,0.2,0.374,4,1.0,1.0,9,14,0,0,medium
CUST01594,Champions,43,4,2625.18,4,4,4,12,0.0,0.24,2,0.0,0.0,2,0,0,0,medium
CUST01635,Champions,42,5,3802.4,4,4,4,12,0.2,0.21600000000000003,5,1.0,1.0,10,5,1,2,medium
CUST01638,Champions,31,5,3624.0,4,4,4,12,0.0,0.35,4,0.0,0.0,9,22,0,1,low
CUST01672,Champions,29,5,2937.06,4,4,4,12,0.0,0.266,5,0.0,0.0,7,0,1,0,low
CUST01679,Champions,29,4,2798.27,4,4,4,12,0.0,0.27,3,0.0,0.0,7,16,0,2,low
CUST01738,Champions,39,4,2851.85,4,4,4,12,0.0,0.3225,3,0.0,0.0,7,6,1,3,medium
CUST01783,Champions,21,4,2577.89,4,4,4,12,0.0,0.2225,4,0.0,0.0,1,0,0,0,low
CUST01812,Champions,25,4,2569.42,4,4,4,12,0.0,0.2175,3,0.0,0.0,16,0,2,0,low
CUST01813,Champions,22,5,3758.42,4,4,4,12,0.2,0.368,5,1.0,1.0,5,0,0,3,medium
CUST01821,Champions,41,5,3708.96,4,4,4,12,0.0,0.148,5,0.0,0.0,2,25,0,0,medium
CUST01823,Champions,32,4,3657.11,4,4,4,12,0.0,0.22,2,0.0,0.0,6,0,2,0,low
CUST01907,Champions,32,5,3168.6099999999997,4,4,4,12,0.0,0.21200000000000002,2,0.0,0.0,3,24,1,1,low
CUST01939,Champions,34,4,3249.84,4,4,4,12,0.0,0.1975,2,0.0,0.0,13,15,3,0,low
CUST02009,Champions,31,4,3434.0099999999998,4,4,4,12,0.25,0.35,4,1.0,1.0,1,0,0,0,medium
CUST02133,Champions,33,4,3704.23,4,4,4,12,0.0,0.17500000000000002,3,0.0,0.0,11,8,0,1,low
CUST02322,Champions,38,4,3153.22,4,4,4,12,0.0,0.29,3,0.0,0.0,6,0,1,2,medium
CUST02359,Champions,28,4,2631.74,4,4,4,12,0.0,0.24250000000000002,3,0.0,0.0,17,2,3,0,low
CUST02371,Champions,44,4,2578.0099999999998,4,4,4,12,0.0,0.3175,4,1.0,1.0,4,12,0,0,medium
CUST00247,Discount Sensitive,57,11,5611.35,3,5,5,13,0.0,0.41363636363636364,4,0.0,0.0,5,14,1,2,medium
CUST01429,Discount Sensitive,53,6,4315.58,3,5,5,13,0.16666666666666666,0.38166666666666665,3,0.0,0.0,4,3,1,2,medium
CUST00053,Discount Sensitive,25,4,4192.59,4,3,5,12,0.0,0.395,3,1.0,1.0,9,5,1,1,medium
CUST00074,Discount Sensitive,7,4,2523.65,5,4,3,12,0.25,0.39,4,1.0,1.0,14,22,1,1,medium
CUST00241,Discount Sensitive,6,3,3041.48,5,3,4,12,0.0,0.38999999999999996,3,0.0,0.0,12,0,1,1,low
CUST00309,Discount Sensitive,8,3,2731.6099999999997,5,3,4,12,0.0,0.3666666666666667,3,0.0,0.0,13,12,1,1,low
CUST00342,Discount Sensitive,1,3,2620.58,5,3,4,12,0.0,0.4166666666666667,2,1.0,1.0,9,4,0,0,medium
CUST00644,Discount Sensitive,78,7,3822.27,3,5,4,12,0.0,0.37285714285714283,4,0.0,0.0,0,25,0,3,high
CUST00652,Discount Sensitive,75,4,4491.29,3,4,5,12,0.0,0.34249999999999997,3,0.0,0.0,13,13,1,2,medium
CUST00994,Discount Sensitive,52,5,4659.69,3,4,5,12,0.0,0.366,3,0.0,0.0,8,5,2,1,medium
CUST01149,Discount Sensitive,72,6,3722.95,3,5,4,12,0.0,0.41500000000000004,4,0.0,0.0,0,20,0,0,medium
CUST01309,Discount Sensitive,73,6,3102.24,3,5,4,12,0.0,0.4083333333333334,3,0.0,0.0,2,5,0,0,medium
CUST01793,Discount Sensitive,48,4,5185.16,3,4,5,12,0.0,0.355,3,1.0,0.0,3,15,0,1,medium
CUST02373,Discount Sensitive,7,3,2811.29,5,3,4,12,0.0,0.35666666666666663,2,1.0,1.0,2,0,0,0,medium
CUST00033,Discount Sensitive,12,4,2128.09,5,3,3,11,0.5,0.405,4,1.0,1.0,7,7,1,0,medium
CUST00061,Discount Sensitive,14,4,1966.0900000000001,5,3,3,11,0.0,0.41,4,1.0,1.0,4,15,1,1,medium
CUST00194,Discount Sensitive,80,5,3878.09,3,4,4,11,0.4,0.36,3,1.0,1.0,13,3,1,3,high
CUST00268,Discount Sensitive,9,3,2097.02,5,3,3,11,0.0,0.4166666666666667,3,1.0,1.0,6,8,1,1,medium
CUST00469,Discount Sensitive,19,3,1886.95,5,3,3,11,0.0,0.4533333333333333,1,0.0,0.0,8,5,0,0,low
CUST00477,Discount Sensitive,60,4,3034.67,3,4,4,11,0.0,0.48,3,0.0,0.0,2,11,0,1,medium
CUST00482,Discount Sensitive,32,4,2177.14,4,4,3,11,0.0,0.35,3,0.0,0.0,15,19,1,1,low
CUST00642,Discount Sensitive,18,3,1654.45,5,3,3,11,0.0,0.4066666666666667,2,0.0,0.0,4,12,0,0,low
CUST00757,Discount Sensitive,8,3,1807.24,5,3,3,11,0.0,0.38000000000000006,2,0.0,0.0,4,0,1,1,low
CUST00830,Discount Sensitive,19,3,1613.9499999999998,5,3,3,11,0.0,0.38999999999999996,3,0.0,0.0,11,6,1,1,low
CUST00953,Discount Sensitive,9,3,1925.94,5,3,3,11,0.3333333333333333,0.38999999999999996,3,0.0,0.0,5,0,1,2,low
CUST01061,Discount Sensitive,2,3,1789.86,5,3,3,11,0.0,0.43,3,0.0,0.0,11,0,3,1,low
CUST01112,Discount Sensitive,57,4,2800.7700000000004,3,4,4,11,0.0,0.3425,3,1.0,0.0,5,7,1,1,medium
CUST01477,Discount Sensitive,55,5,3440.74,3,4,4,11,0.0,0.346,2,0.0,0.0,3,13,0,2,medium
CUST01479,Discount Sensitive,42,4,1777.74,4,4,3,11,0.0,0.4275,2,0.0,0.0,0,9,0,1,medium
CUST01610,Discount Sensitive,69,4,2593.45,3,4,4,11,0.25,0.34750000000000003,2,0.0,0.0,4,12,1,2,medium
CUST01689,Discount Sensitive,62,4,2918.12,3,4,4,11,0.25,0.4475,2,0.0,0.0,6,7,2,1,medium
CUST01690,Discount Sensitive,70,4,3930.82,3,4,4,11,0.5,0.4225,3,1.0,0.0,2,10,0,0,medium
CUST01788,Discount Sensitive,54,5,3455.7,3,4,4,11,0.2,0.384,2,1.0,1.0,4,0,1,0,medium
CUST02057,Discount Sensitive,3,2,1878.1,5,3,3,11,0.0,0.365,2,0.0,0.0,10,0,0,0,low
CUST02077,Discount Sensitive,78,5,2528.43,3,5,3,11,0.0,0.346,3,0.0,0.0,3,27,0,0,high
CUST02159,Discount Sensitive,9,3,1632.0,5,3,3,11,0.0,0.4666666666666666,2,0.0,0.0,19,10,2,0,low
CUST02178,Discount Sensitive,36,4,2493.7200000000003,4,4,3,11,0.25,0.41000000000000003,3,1.0,1.0,9,11,1,1,medium
CUST02227,Discount Sensitive,28,4,2320.84,4,4,3,11,0.0,0.41250000000000003,3,1.0,1.0,4,14,0,0,medium
CUST02261,Discount Sensitive,55,4,3277.19,3,4,4,11,0.0,0.41750000000000004,3,0.0,0.0,4,17,1,1,medium
CUST00005,Discount Sensitive,38,4,2550.91,4,3,3,10,0.0,0.4425,2,0.0,0.0,18,9,1,1,medium
CUST00044,Discount Sensitive,72,3,2724.09,3,3,4,10,0.0,0.38666666666666666,2,0.0,0.0,6,10,1,2,medium
CUST00125,Discount Sensitive,8,2,1698.4,5,2,3,10,0.0,0.395,2,0.0,0.0,0,0,0,1,low
CUST00260,Discount Sensitive,2,2,1820.81,5,2,3,10,0.0,0.395,1,0.0,0.0,7,7,0,0,low
CUST00307,Discount Sensitive,32,3,2114.17,4,3,3,10,0.3333333333333333,0.42333333333333334,3,1.0,1.0,0,13,0,0,high
CUST00337,Discount Sensitive,7,2,1887.73,5,2,3,10,0.0,0.385,2,1.0,0.0,2,9,1,0,medium
CUST00413,Discount Sensitive,26,3,1644.89,4,3,3,10,0.3333333333333333,0.45999999999999996,3,1.0,1.0,16,0,2,0,medium
CUST00554,Discount Sensitive,7,3,1402.26,5,3,2,10,0.0,0.38999999999999996,2,0.0,0.0,10,8,2,0,low
CUST00627,Discount Sensitive,75,3,2765.27,3,3,4,10,0.0,0.3566666666666667,3,0.0,0.0,6,17,0,1,medium
CUST00691,Discount Sensitive,61,3,2927.57,3,3,4,10,0.0,0.42333333333333334,2,0.0,0.0,14,18,4,3,medium
CUST00699,Discount Sensitive,47,4,2191.5099999999998,3,4,3,10,0.0,0.3825,4,0.0,0.0,15,20,0,0,medium
CUST00914,Discount Sensitive,36,3,1633.9099999999999,4,3,3,10,0.0,0.4266666666666667,2,0.0,0.0,13,8,0,0,medium
CUST00930,Discount Sensitive,59,4,2336.4900000000002,3,4,3,10,0.25,0.355,3,1.0,1.0,9,8,1,0,medium
CUST01619,Discount Sensitive,2,3,1148.84,5,3,2,10,0.0,0.36000000000000004,3,0.0,0.0,8,5,1,1,low
CUST01720,Discount Sensitive,13,3,1236.77,5,3,2,10,0.0,0.4633333333333334,3,1.0,1.0,9,3,1,4,medium
CUST01794,Discount Sensitive,26,2,1843.9,4,3,3,10,0.0,0.44,2,0.0,0.0,8,0,1,1,low
CUST01839,Discount Sensitive,0,3,1378.5,5,3,2,10,0.0,0.3766666666666667,3,0.0,0.0,15,0,3,3,low
CUST02042,Discount Sensitive,68,4,2102.49,3,4,3,10,0.0,0.35,3,1.0,1.0,6,0,1,1,medium
CUST02050,Discount Sensitive,15,2,985.3000000000001,5,3,2,10,0.0,0.425,1,1.0,0.0,4,0,1,2,medium
CUST02338,Discount Sensitive,31,2,1594.4499999999998,4,3,3,10,0.0,0.375,1,1.0,1.0,16,0,5,2,medium
CUST02362,Discount Sensitive,20,2,2072.46,4,3,3,10,0.0,0.36,2,0.0,0.0,4,12,0,1,low
CUST02377,Discount Sensitive,32,2,1996.9699999999998,4,3,3,10,0.0,0.445,1,0.0,0.0,9,17,0,3,low
CUST00038,Discount Sensitive,51,4,2104.61,3,3,3,9,0.0,0.355,4,1.0,0.0,5,14,0,0,medium
CUST00041,Discount Sensitive,54,4,1911.8600000000001,3,3,3,9,0.0,0.3475,3,0.0,0.0,5,22,0,2,medium
CUST00150,Discount Sensitive,45,3,1355.63,4,3,2,9,0.0,0.39666666666666667,3,0.0,0.0,6,7,0,2,medium
CUST00221,Discount Sensitive,7,2,781.03,5,2,2,9,0.0,0.345,2,0.0,0.0,16,2,0,2,low
CUST00289,Discount Sensitive,5,2,811.06,5,2,2,9,0.0,0.36,2,0.0,0.0,5,0,0,0,low
CUST00692,Discount Sensitive,58,3,1850.73,3,3,3,9,0.0,0.37333333333333335,1,0.0,0.0,0,16,0,1,high
CUST00715,Discount Sensitive,25,3,954.63,4,3,2,9,0.0,0.5166666666666666,3,0.0,0.0,4,14,0,0,low
CUST00749,Discount Sensitive,11,2,1514.65,5,2,2,9,0.0,0.475,2,0.0,0.0,13,11,1,3,low
CUST00750,Discount Sensitive,49,3,2474.98,3,3,3,9,0.0,0.36333333333333334,2,0.0,0.0,8,4,1,1,medium
CUST00837,Discount Sensitive,15,2,1476.76,5,2,2,9,0.0,0.345,2,0.0,0.0,7,8,0,1,low
CUST00876,Discount Sensitive,36,3,1392.13,4,3,2,9,0.0,0.4166666666666667,3,1.0,1.0,6,13,1,1,medium
CUST00895,Discount Sensitive,54,4,1415.7,3,4,2,9,0.0,0.3725,3,1.0,1.0,14,21,1,1,medium
CUST01021,Discount Sensitive,15,2,1013.42,5,2,2,9,0.5,0.36,1,1.0,1.0,6,0,1,2,medium
CUST01065,Discount Sensitive,3,2,1035.32,5,2,2,9,0.0,0.375,2,0.0,0.0,4,3,1,0,low
CUST01265,Discount Sensitive,15,2,1398.17,5,2,2,9,0.0,0.42000000000000004,2,0.0,0.0,12,10,1,0,low
CUST01296,Discount Sensitive,16,2,1024.56,5,2,2,9,0.0,0.355,2,0.0,0.0,2,15,0,0,low
CUST01451,Discount Sensitive,34,2,2411.76,4,2,3,9,0.0,0.43,2,1.0,1.0,13,7,1,0,medium
CUST01602,Discount Sensitive,22,3,1334.5700000000002,4,3,2,9,0.0,0.40666666666666673,3,0.0,0.0,8,7,3,1,low
CUST01664,Discount Sensitive,75,3,2080.54,3,3,3,9,0.0,0.37000000000000005,2,0.0,0.0,20,4,3,1,medium
CUST01899,Discount Sensitive,53,2,1576.16,3,3,3,9,0.0,0.435,1,1.0,1.0,2,7,1,0,medium
CUST02071,Discount Sensitive,17,1,887.16,5,2,2,9,0.0,0.5,1,0.0,0.0,12,0,1,0,low
CUST02091,Discount Sensitive,19,1,872.98,5,2,2,9,0.0,0.43,1,0.0,0.0,10,4,1,1,low
CUST02124,Discount Sensitive,40,2,995.22,4,3,2,9,0.0,0.435,2,0.0,0.0,15,6,1,4,medium
CUST02183,Discount Sensitive,51,2,2206.5,3,3,3,9,0.0,0.36,2,0.0,0.0,2,0,0,1,medium
CUST02249,Discount Sensitive,75,3,1584.17,3,3,3,9,0.0,0.36000000000000004,2,1.0,1.0,10,28,1,0,medium
CUST02295,Discount Sensitive,24,2,958.6199999999999,4,3,2,9,0.0,0.35,2,1.0,0.0,3,0,0,0,medium
CUST02360,Discount Sensitive,39,2,830.9399999999999,4,3,2,9,0.0,0.365,2,0.0,0.0,5,12,1,1,medium
CUST02381,Discount Sensitive,4,1,798.67,5,2,2,9,0.0,0.4,1,1.0,0.0,8,8,0,0,medium
CUST02388,Discount Sensitive,49,1,2614.56,3,2,4,9,0.0,0.35,1,0.0,0.0,5,9,0,0,medium
CUST00171,Discount Sensitive,12,1,1077.78,5,1,2,8,0.0,0.38,1,0.0,0.0,9,3,0,0,low
CUST00302,Discount Sensitive,148,4,2534.0,1,4,3,8,0.25,0.3975,3,0.0,0.0,4,27,1,2,high
CUST00390,Discount Sensitive,54,2,1639.4299999999998,3,2,3,8,0.0,0.35,2,1.0,1.0,4,5,1,1,medium
CUST00427,Discount Sensitive,1,2,331.53,5,2,1,8,0.5,0.41500000000000004,2,1.0,1.0,4,6,1,0,medium
CUST00445,Discount Sensitive,26,1,1594.8,4,1,3,8,0.0,0.43,1,0.0,0.0,4,5,1,1,low
CUST00478,Discount Sensitive,31,2,862.04,4,2,2,8,0.0,0.395,2,0.0,0.0,8,0,2,1,low
CUST00591,Discount Sensitive,69,2,1767.15,3,2,3,8,0.0,0.36,2,0.0,0.0,2,11,0,4,medium
CUST00628,Discount Sensitive,59,3,1099.5900000000001,3,3,2,8,0.0,0.4566666666666666,3,1.0,1.0,9,15,1,1,medium
CUST00659,Discount Sensitive,16,1,883.27,5,1,2,8,0.0,0.37,1,0.0,0.0,21,0,4,4,low
CUST00685,Discount Sensitive,2,1,1158.09,5,1,2,8,0.0,0.44,1,0.0,0.0,3,0,1,1,low
CUST00793,Discount Sensitive,113,3,2463.2,2,3,3,8,0.0,0.39666666666666667,3,0.0,0.0,1,4,0,1,high
CUST00888,Discount Sensitive,108,3,2556.74,2,3,3,8,0.0,0.3666666666666667,3,0.0,0.0,0,23,0,1,high
CUST01205,Discount Sensitive,262,4,1861.62,1,4,3,8,0.0,0.4175,3,0.0,0.0,1,38,0,0,high
CUST01287,Discount Sensitive,89,3,1584.08,2,3,3,8,0.0,0.36999999999999994,3,0.0,0.0,3,14,1,0,high
CUST01444,Discount Sensitive,32,2,1096.85,4,2,2,8,0.0,0.375,2,0.0,0.0,2,3,1,1,low
CUST01494,Discount Sensitive,265,4,1888.54,1,4,3,8,0.0,0.3825,3,0.0,0.0,1,56,0,1,high
CUST01609,Discount Sensitive,69,3,1380.23,3,3,2,8,0.0,0.4066666666666667,3,1.0,0.0,4,4,0,0,medium
CUST01701,Discount Sensitive,14,1,388.29,5,2,1,8,0.0,0.34,1,0.0,0.0,3,16,1,1,low
CUST01710,Discount Sensitive,58,3,1236.27,3,3,2,8,0.0,0.41,2,1.0,1.0,10,0,1,1,medium
CUST01759,Discount Sensitive,89,2,1973.57,2,3,3,8,0.0,0.38,2,0.0,0.0,3,21,1,0,high
CUST01825,Discount Sensitive,16,1,561.93,5,2,1,8,0.0,0.35,1,1.0,0.0,14,0,2,1,medium
CUST01834,Discount Sensitive,2,1,715.74,5,2,1,8,0.0,0.39,1,0.0,0.0,5,0,1,2,low
CUST01925,Discount Sensitive,12,1,448.97,5,2,1,8,0.0,0.34,1,0.0,0.0,12,0,2,2,low
CUST02018,Discount Sensitive,46,1,873.21,4,2,2,8,0.0,0.36,1,1.0,1.0,17,13,0,1,medium
CUST02043,Discount Sensitive,10,1,429.28,5,2,1,8,0.0,0.42,1,0.0,0.0,6,8,1,1,low
CUST02074,Discount Sensitive,36,1,1003.93,4,2,2,8,0.0,0.46,1,0.0,0.0,7,0,1,1,medium
CUST02099,Discount Sensitive,107,3,2275.89,2,3,3,8,0.0,0.36000000000000004,3,0.0,0.0,2,25,0,1,high
CUST02132,Discount Sensitive,0,1,585.94,5,2,1,8,0.0,0.53,1,0.0,0.0,1,5,0,0,high
CUST02182,Discount Sensitive,71,2,1385.9899999999998,3,3,2,8,0.0,0.35000000000000003,2,1.0,1.0,5,7,0,0,medium
CUST02203,Discount Sensitive,52,3,1505.22,3,3,2,8,0.0,0.35333333333333333,3,0.0,0.0,3,2,0,2,medium
CUST02216,Discount Sensitive,90,3,2218.09,2,3,3,8,0.3333333333333333,0.3466666666666667,2,1.0,1.0,4,16,1,1,high
CUST02274,Discount Sensitive,70,2,897.32,3,3,2,8,0.0,0.35,2,1.0,0.0,7,7,2,1,medium
CUST02314,Discount Sensitive,0,1,443.94,5,2,1,8,0.0,0.35,1,0.0,0.0,16,0,0,1,low
CUST02319,Discount Sensitive,36,1,1156.63,4,2,2,8,0.0,0.4,1,0.0,0.0,6,21,0,1,medium
CUST02354,Discount Sensitive,19,1,666.97,5,2,1,8,0.0,0.35,1,0.0,0.0,0,0,0,0,high
CUST02392,Discount Sensitive,96,3,1858.71,2,3,3,8,0.0,0.36000000000000004,2,0.0,0.0,2,20,0,1,high
CUST00010,Discount Sensitive,9,1,636.8,5,1,1,7,0.0,0.45,1,0.0,0.0,13,5,2,0,low
CUST00021,Discount Sensitive,77,2,1059.3,3,2,2,7,0.0,0.435,2,1.0,1.0,3,18,0,0,high
CUST00024,Discount Sensitive,4,1,481.35,5,1,1,7,0.0,0.34,1,0.0,0.0,13,0,2,0,low
CUST00049,Discount Sensitive,8,1,380.83,5,1,1,7,0.0,0.47,1,0.0,0.0,4,0,1,1,low
CUST00122,Discount Sensitive,106,2,2048.93,2,2,3,7,0.0,0.36,2,0.0,0.0,10,30,1,4,high
CUST00126,Discount Sensitive,57,2,1260.02,3,2,2,7,0.0,0.43,1,0.0,0.0,5,3,1,0,medium
CUST00207,Discount Sensitive,18,1,193.1,5,1,1,7,0.0,0.62,1,0.0,0.0,11,7,2,2,low
CUST00245,Discount Sensitive,73,2,1245.78,3,2,2,7,0.0,0.36,2,0.0,0.0,6,16,1,4,medium
CUST00249,Discount Sensitive,162,3,1761.46,1,3,3,7,0.0,0.4066666666666667,2,0.0,0.0,5,31,1,1,high
CUST00335,Discount Sensitive,148,3,2480.1,1,3,3,7,0.0,0.38999999999999996,2,0.0,0.0,7,22,0,1,high
CUST00402,Discount Sensitive,132,3,1410.06,2,3,2,7,0.0,0.36000000000000004,3,0.0,0.0,1,27,0,1,high
